campaignid,startdate,enddate,channel,impressions,clicks,leads,conversions,cost_usd,revenue_usd,roi,campaign_duration,profit,roas,profit_margin,ctr,lead_conversion_rate,customer_conversion_rate,cpc,cpl,cpa,start_year,start_month,start_month_name,quarter,weekday
CAMP02055,2025-10-17,2025-10-29,Social,191390,12693,2196,935,1128.86,1500.01,0.33,12,371.1500000000001,1.33,24.74,6.63,17.3,42.58,0.09,0.51,1.21,2025,10,October,4,Friday
CAMP02056,2025-07-12,2025-07-23,Display,56566,1454,682,136,4517.07,6581.94,0.46,11,2064.87,1.46,31.37,2.57,46.91,19.94,3.11,6.62,33.21,2025,7,July,3,Saturday
CAMP02057,2025-11-07,2025-11-15,Social,5650,429,195,50,4046.89,9856.56,1.44,8,5809.67,2.44,58.94,7.59,45.45,25.64,9.43,20.75,80.94,2025,11,November,4,Friday
CAMP02058,2025-04-29,2025-05-09,Social,177009,6627,2105,544,4216.32,8422.65,1.0,10,4206.33,2.0,49.94,3.74,31.76,25.84,0.64,2.0,7.75,2025,4,April,2,Tuesday
CAMP02059,2025-08-06,2025-08-14,Display,26299,1418,396,188,122.04,252.76,1.07,8,130.71999999999997,2.07,51.72,5.39,27.93,47.47,0.09,0.31,0.65,2025,8,August,3,Wednesday
CAMP02060,2025-04-24,2025-05-05,Social,31862,2196,309,121,3351.76,8017.8,1.39,11,4666.04,2.39,58.2,6.89,14.07,39.16,1.53,10.85,27.7,2025,4,April,2,Thursday
CAMP02061,2025-05-25,2025-06-09,Search,283456,16702,7170,3831,2063.2,5071.22,1.46,15,3008.0200000000004,2.46,59.32,5.89,42.93,53.43,0.12,0.29,0.54,2025,5,May,2,Sunday
CAMP02062,2025-01-26,2025-01-31,Email,278087,19355,4872,1490,3062.36,7635.31,1.49,5,4572.950000000001,2.49,59.89,6.96,25.17,30.58,0.16,0.63,2.06,2025,1,January,1,Sunday
CAMP02063,2025-05-16,2025-05-25,Influencer,130560,5096,1011,287,509.92,591.25,0.16,9,81.32999999999998,1.16,13.76,3.9,19.84,28.39,0.1,0.5,1.78,2025,5,May,2,Friday
CAMP02064,2025-10-30,2025-11-13,Display,57879,5597,2787,1452,1258.73,3354.29,1.66,14,2095.56,2.66,62.47,9.67,49.79,52.1,0.22,0.45,0.87,2025,10,October,4,Thursday
CAMP02065,2025-08-20,2025-09-03,Influencer,202810,10405,3821,1443,1821.29,2456.47,0.35,14,635.1799999999998,1.35,25.86,5.13,36.72,37.76,0.18,0.48,1.26,2025,8,August,3,Wednesday
CAMP02066,2025-03-17,2025-03-25,Email,124652,4858,629,194,3620.3,8216.87,1.27,8,4596.570000000001,2.27,55.94,3.9,12.95,30.84,0.75,5.76,18.66,2025,3,March,1,Monday
CAMP02067,2025-11-24,2025-12-09,Search,200082,7338,3085,1133,2809.28,4076.17,0.45,15,1266.8899999999999,1.45,31.08,3.67,42.04,36.73,0.38,0.91,2.48,2025,11,November,4,Monday
CAMP02068,2025-12-11,2025-12-22,Search,275649,3815,1526,564,171.68,455.35,1.65,11,283.67,2.65,62.3,1.38,40.0,36.96,0.05,0.11,0.3,2025,12,December,4,Thursday
CAMP02069,2025-10-29,2025-11-11,Search,287642,20604,5366,2301,1740.4,4403.66,1.53,13,2663.2599999999998,2.53,60.48,7.16,26.04,42.88,0.08,0.32,0.76,2025,10,October,4,Wednesday
CAMP02070,2025-10-16,2025-10-25,Search,112679,3788,566,121,4705.81,6355.07,0.35,9,1649.2599999999993,1.35,25.95,3.36,14.94,21.38,1.24,8.31,38.89,2025,10,October,4,Thursday
CAMP02071,2025-01-01,2025-01-09,Display,152577,14693,4392,1313,981.27,2061.21,1.1,8,1079.94,2.1,52.39,9.63,29.89,29.9,0.07,0.22,0.75,2025,1,January,1,Wednesday
CAMP02072,2025-05-27,2025-06-09,Display,265167,7673,3110,1202,1260.21,3079.18,1.44,13,1818.9699999999998,2.44,59.07,2.89,40.53,38.65,0.16,0.41,1.05,2025,5,May,2,Tuesday
CAMP02073,2025-10-14,2025-10-23,Social,198590,11449,1493,622,1606.19,2149.88,0.34,9,543.69,1.34,25.29,5.77,13.04,41.66,0.14,1.08,2.58,2025,10,October,4,Tuesday
CAMP02074,2025-05-22,2025-06-04,Social,291888,22239,3677,968,1413.14,1826.83,0.29,13,413.6899999999998,1.29,22.65,7.62,16.53,26.33,0.06,0.38,1.46,2025,5,May,2,Thursday
CAMP02075,2025-02-22,2025-03-06,Email,33544,2962,1029,285,696.45,1219.83,0.75,12,523.3799999999999,1.75,42.91,8.83,34.74,27.7,0.24,0.68,2.44,2025,2,February,1,Saturday
CAMP02076,2025-10-31,2025-11-08,Social,11864,285,92,45,1632.04,4630.38,1.84,8,2998.34,2.84,64.75,2.4,32.28,48.91,5.73,17.74,36.27,2025,10,October,4,Friday
CAMP02077,2025-03-10,2025-03-25,Email,33593,3315,1531,787,2743.21,3115.06,0.14,15,371.8499999999999,1.14,11.94,9.87,46.18,51.4,0.83,1.79,3.49,2025,3,March,1,Monday
CAMP02078,2025-12-27,2026-01-11,Email,268873,24630,10490,2413,3408.87,5855.57,0.72,15,2446.7,1.72,41.78,9.16,42.59,23.0,0.14,0.32,1.41,2025,12,December,4,Saturday
CAMP02079,2025-03-31,2025-04-11,Email,49515,4785,2237,1333,3250.0,8491.22,1.61,11,5241.219999999999,2.61,61.73,9.66,46.75,59.59,0.68,1.45,2.44,2025,3,March,1,Monday
CAMP02080,2025-08-08,2025-08-17,Search,17413,1510,432,161,897.11,1514.76,0.69,9,617.65,1.69,40.78,8.67,28.61,37.27,0.59,2.08,5.57,2025,8,August,3,Friday
CAMP02081,2025-07-11,2025-07-25,Influencer,34764,3093,1283,557,3111.17,3454.0,0.11,14,342.8299999999999,1.11,9.93,8.9,41.48,43.41,1.01,2.42,5.59,2025,7,July,3,Friday
CAMP02082,2025-03-04,2025-03-12,Influencer,68784,4394,525,229,1855.79,4203.75,1.27,8,2347.96,2.27,55.85,6.39,11.95,43.62,0.42,3.53,8.1,2025,3,March,1,Tuesday
CAMP02083,2025-03-14,2025-03-23,Display,181813,15650,3408,1153,4127.0,12033.45,1.92,9,7906.450000000001,2.92,65.7,8.61,21.78,33.83,0.26,1.21,3.58,2025,3,March,1,Friday
CAMP02084,2025-06-10,2025-06-19,Email,209276,12150,4346,1816,1875.82,4050.47,1.16,9,2174.6499999999996,2.16,53.69,5.81,35.77,41.79,0.15,0.43,1.03,2025,6,June,2,Tuesday
CAMP02085,2025-06-18,2025-07-03,Search,81844,4782,1938,839,4885.19,12842.4,1.63,15,7957.21,2.63,61.96,5.84,40.53,43.29,1.02,2.52,5.82,2025,6,June,2,Wednesday
CAMP02086,2025-03-30,2025-04-12,Social,132610,8040,2638,1330,3112.63,3200.97,0.03,13,88.33999999999969,1.03,2.76,6.06,32.81,50.42,0.39,1.18,2.34,2025,3,March,1,Sunday
CAMP02087,2025-06-25,2025-07-08,Social,195845,19519,5705,2651,2202.0,5111.0,1.32,13,2909.0,2.32,56.92,9.97,29.23,46.47,0.11,0.39,0.83,2025,6,June,2,Wednesday
CAMP02088,2025-09-26,2025-10-06,Display,129887,2519,486,184,2565.25,3339.9,0.3,10,774.6500000000001,1.3,23.19,1.94,19.29,37.86,1.02,5.28,13.94,2025,9,September,3,Friday
CAMP02089,2025-03-14,2025-03-22,Display,79432,6553,1111,307,962.17,2306.43,1.4,8,1344.2599999999998,2.4,58.28,8.25,16.95,27.63,0.15,0.87,3.13,2025,3,March,1,Friday
CAMP02090,2025-09-02,2025-09-08,Email,155355,5374,2419,508,3432.68,7346.65,1.14,6,3913.97,2.14,53.28,3.46,45.01,21.0,0.64,1.42,6.76,2025,9,September,3,Tuesday
CAMP02091,2025-03-18,2025-03-25,Email,221199,9403,1475,679,4819.03,6955.37,0.44,7,2136.34,1.44,30.71,4.25,15.69,46.03,0.51,3.27,7.1,2025,3,March,1,Tuesday
CAMP02092,2025-06-08,2025-06-14,Social,30282,522,143,55,2623.3,5692.71,1.17,6,3069.41,2.17,53.92,1.72,27.39,38.46,5.03,18.34,47.7,2025,6,June,2,Sunday
CAMP02093,2025-11-20,2025-11-29,Social,232448,9679,4407,2583,4962.52,11673.45,1.35,9,6710.93,2.35,57.49,4.16,45.53,58.61,0.51,1.13,1.92,2025,11,November,4,Thursday
CAMP02094,2025-04-08,2025-04-18,Social,271865,26960,4288,1026,837.27,2347.93,1.8,10,1510.6599999999999,2.8,64.34,9.92,15.91,23.93,0.03,0.2,0.82,2025,4,April,2,Tuesday
CAMP02095,2025-04-12,2025-04-27,Social,296341,13553,2046,468,3224.65,8957.09,1.78,15,5732.4400000000005,2.78,64.0,4.57,15.1,22.87,0.24,1.58,6.89,2025,4,April,2,Saturday
CAMP02096,2025-05-12,2025-05-21,Influencer,162245,11401,4298,1171,3421.78,9830.25,1.87,9,6408.469999999999,2.87,65.19,7.03,37.7,27.25,0.3,0.8,2.92,2025,5,May,2,Monday
CAMP02097,2025-04-12,2025-04-18,Email,268210,5595,1301,456,1627.44,4365.46,1.68,6,2738.02,2.68,62.72,2.09,23.25,35.05,0.29,1.25,3.57,2025,4,April,2,Saturday
CAMP02098,2025-01-19,2025-01-28,Email,259047,24097,6609,1784,1822.67,3794.19,1.08,9,1971.52,2.08,51.96,9.3,27.43,26.99,0.08,0.28,1.02,2025,1,January,1,Sunday
CAMP02099,2025-03-23,2025-04-05,Social,64418,5443,1906,734,4732.8,12770.5,1.7,13,8037.7,2.7,62.94,8.45,35.02,38.51,0.87,2.48,6.45,2025,3,March,1,Sunday
CAMP02100,2025-10-06,2025-10-14,Search,263883,11813,2972,998,3098.5,7574.13,1.44,8,4475.63,2.44,59.09,4.48,25.16,33.58,0.26,1.04,3.1,2025,10,October,4,Monday
CAMP02101,2025-12-05,2025-12-19,Social,72454,2996,1258,754,3929.48,9728.78,1.48,14,5799.300000000001,2.48,59.61,4.14,41.99,59.94,1.31,3.12,5.21,2025,12,December,4,Friday
CAMP02102,2025-12-31,2026-01-06,Display,150354,7352,3584,2102,3657.33,4787.65,0.31,6,1130.3199999999997,1.31,23.61,4.89,48.75,58.65,0.5,1.02,1.74,2025,12,December,4,Wednesday
CAMP02103,2025-11-27,2025-12-04,Search,160887,7419,3510,1214,3093.81,4205.31,0.36,7,1111.5000000000005,1.36,26.43,4.61,47.31,34.59,0.42,0.88,2.55,2025,11,November,4,Thursday
CAMP02104,2025-05-09,2025-05-16,Display,252087,8375,2664,1376,334.57,455.21,0.36,7,120.63999999999999,1.36,26.5,3.32,31.81,51.65,0.04,0.13,0.24,2025,5,May,2,Friday
CAMP02105,2025-12-10,2025-12-23,Search,209056,20733,5015,1487,3347.19,4747.44,0.42,13,1400.2499999999995,1.42,29.49,9.92,24.19,29.65,0.16,0.67,2.25,2025,12,December,4,Wednesday
CAMP02106,2025-11-06,2025-11-14,Display,192583,15974,4368,974,1790.07,3286.67,0.84,8,1496.6000000000001,1.84,45.54,8.29,27.34,22.3,0.11,0.41,1.84,2025,11,November,4,Thursday
CAMP02107,2025-03-30,2025-04-04,Social,122911,4192,972,210,2398.21,3911.02,0.63,5,1512.81,1.63,38.68,3.41,23.19,21.6,0.57,2.47,11.42,2025,3,March,1,Sunday
CAMP02108,2025-08-01,2025-08-06,Social,90768,8927,2470,522,4272.12,4691.61,0.1,5,419.4899999999998,1.1,8.94,9.83,27.67,21.13,0.48,1.73,8.18,2025,8,August,3,Friday
CAMP02109,2025-05-23,2025-06-03,Search,11374,129,13,6,4846.67,11865.18,1.45,11,7018.51,2.45,59.15,1.13,10.08,46.15,37.57,372.82,807.78,2025,5,May,2,Friday
CAMP02110,2025-03-06,2025-03-17,Display,31974,1579,192,64,3501.98,6326.23,0.81,11,2824.2499999999995,1.81,44.64,4.94,12.16,33.33,2.22,18.24,54.72,2025,3,March,1,Thursday
CAMP02111,2025-03-17,2025-03-23,Influencer,235136,14402,5883,3115,1236.7,1429.51,0.16,6,192.80999999999995,1.16,13.49,6.12,40.85,52.95,0.09,0.21,0.4,2025,3,March,1,Monday
CAMP02112,2025-07-18,2025-07-31,Search,205250,2746,642,352,1656.67,4271.1,1.58,13,2614.4300000000003,2.58,61.21,1.34,23.38,54.83,0.6,2.58,4.71,2025,7,July,3,Friday
CAMP02113,2025-05-23,2025-06-05,Search,219544,5377,2246,723,776.74,807.11,0.04,13,30.370000000000005,1.04,3.76,2.45,41.77,32.19,0.14,0.35,1.07,2025,5,May,2,Friday
CAMP02114,2025-11-12,2025-11-21,Email,36914,1226,357,112,2945.44,6243.5,1.12,9,3298.06,2.12,52.82,3.32,29.12,31.37,2.4,8.25,26.3,2025,11,November,4,Wednesday
CAMP02115,2025-04-03,2025-04-10,Search,55014,4116,1738,561,4656.59,11708.36,1.51,7,7051.77,2.51,60.23,7.48,42.23,32.28,1.13,2.68,8.3,2025,4,April,2,Thursday
CAMP02116,2025-11-01,2025-11-08,Influencer,14347,1356,495,193,4073.58,7109.11,0.75,7,3035.5299999999997,1.75,42.7,9.45,36.5,38.99,3.0,8.23,21.11,2025,11,November,4,Saturday
CAMP02117,2025-08-12,2025-08-19,Social,195087,12916,2330,480,2763.83,5937.11,1.15,7,3173.2799999999997,2.15,53.45,6.62,18.04,20.6,0.21,1.19,5.76,2025,8,August,3,Tuesday
CAMP02118,2025-10-18,2025-10-28,Display,202936,12305,3434,701,4712.86,5190.64,0.1,10,477.78000000000065,1.1,9.2,6.06,27.91,20.41,0.38,1.37,6.72,2025,10,October,4,Saturday
CAMP02119,2025-04-12,2025-04-20,Email,154832,9027,3445,1702,4494.07,6624.7,0.47,8,2130.63,1.47,32.16,5.83,38.16,49.4,0.5,1.3,2.64,2025,4,April,2,Saturday
CAMP02120,2025-09-24,2025-10-06,Display,221233,9195,2135,1117,1869.27,4350.11,1.33,12,2480.8399999999997,2.33,57.03,4.16,23.22,52.32,0.2,0.88,1.67,2025,9,September,3,Wednesday
CAMP02121,2025-12-21,2026-01-05,Social,97103,8204,1454,409,2793.92,7210.33,1.58,15,4416.41,2.58,61.25,8.45,17.72,28.13,0.34,1.92,6.83,2025,12,December,4,Sunday
CAMP02122,2025-04-20,2025-05-05,Search,82599,4846,1531,669,1550.21,1904.73,0.23,15,354.52,1.23,18.61,5.87,31.59,43.7,0.32,1.01,2.32,2025,4,April,2,Sunday
CAMP02123,2025-11-26,2025-12-11,Influencer,233238,7162,1500,429,142.98,419.29,1.93,15,276.31000000000006,2.93,65.9,3.07,20.94,28.6,0.02,0.1,0.33,2025,11,November,4,Wednesday
CAMP02124,2025-09-22,2025-10-01,Email,218873,4884,1649,814,2310.82,4134.14,0.79,9,1823.3200000000002,1.79,44.1,2.23,33.76,49.36,0.47,1.4,2.84,2025,9,September,3,Monday
CAMP02125,2025-01-03,2025-01-08,Influencer,79266,7823,1632,600,3775.54,10757.19,1.85,5,6981.650000000001,2.85,64.9,9.87,20.86,36.76,0.48,2.31,6.29,2025,1,January,1,Friday
CAMP02126,2025-03-26,2025-04-08,Influencer,129737,1501,694,367,3207.43,6669.51,1.08,13,3462.0800000000004,2.08,51.91,1.16,46.24,52.88,2.14,4.62,8.74,2025,3,March,1,Wednesday
CAMP02127,2025-10-09,2025-10-14,Influencer,264578,24872,5908,3423,4641.41,10620.03,1.29,5,5978.620000000001,2.29,56.3,9.4,23.75,57.94,0.19,0.79,1.36,2025,10,October,4,Thursday
CAMP02128,2025-11-24,2025-12-04,Influencer,281201,8336,3859,1629,3460.29,4677.78,0.35,10,1217.4899999999998,1.35,26.03,2.96,46.29,42.21,0.42,0.9,2.12,2025,11,November,4,Monday
CAMP02129,2025-10-31,2025-11-05,Social,296258,20494,4340,2431,792.16,2193.86,1.77,5,1401.7000000000003,2.77,63.89,6.92,21.18,56.01,0.04,0.18,0.33,2025,10,October,4,Friday
CAMP02130,2025-04-27,2025-05-04,Influencer,192287,7141,2440,520,1407.41,1653.61,0.17,7,246.19999999999982,1.17,14.89,3.71,34.17,21.31,0.2,0.58,2.71,2025,4,April,2,Sunday
CAMP02131,2025-08-09,2025-08-23,Influencer,248762,21737,3305,1272,714.17,2124.55,1.97,14,1410.38,2.97,66.38,8.74,15.2,38.49,0.03,0.22,0.56,2025,8,August,3,Saturday
CAMP02132,2025-06-03,2025-06-12,Social,23580,1389,571,229,3994.2,7125.39,0.78,9,3131.1900000000005,1.78,43.94,5.89,41.11,40.11,2.88,7.0,17.44,2025,6,June,2,Tuesday
CAMP02133,2025-06-02,2025-06-16,Display,219942,4991,898,328,4758.41,6322.92,0.33,14,1564.5100000000002,1.33,24.74,2.27,17.99,36.53,0.95,5.3,14.51,2025,6,June,2,Monday
CAMP02134,2025-01-12,2025-01-23,Social,14802,507,225,73,1208.7,2673.02,1.21,11,1464.32,2.21,54.78,3.43,44.38,32.44,2.38,5.37,16.56,2025,1,January,1,Sunday
CAMP02135,2025-05-13,2025-05-27,Search,106467,4133,1161,567,3851.07,10518.81,1.73,14,6667.74,2.73,63.39,3.88,28.09,48.84,0.93,3.32,6.79,2025,5,May,2,Tuesday
CAMP02136,2025-10-31,2025-11-12,Social,140747,12629,1740,732,2241.31,4021.34,0.79,12,1780.0300000000002,1.79,44.26,8.97,13.78,42.07,0.18,1.29,3.06,2025,10,October,4,Friday
CAMP02137,2025-10-20,2025-11-02,Display,150130,11861,2910,677,1840.55,1872.18,0.02,13,31.63000000000011,1.02,1.69,7.9,24.53,23.26,0.16,0.63,2.72,2025,10,October,4,Monday
CAMP02138,2025-10-27,2025-11-06,Search,185073,15668,6453,3744,4935.74,13546.27,1.74,10,8610.53,2.74,63.56,8.47,41.19,58.02,0.32,0.76,1.32,2025,10,October,4,Monday
CAMP02139,2025-08-16,2025-08-31,Search,173591,2552,333,184,1794.81,3881.53,1.16,15,2086.7200000000003,2.16,53.76,1.47,13.05,55.26,0.7,5.39,9.75,2025,8,August,3,Saturday
CAMP02140,2025-09-28,2025-10-11,Email,207827,12904,4520,1543,3339.05,3959.23,0.19,13,620.1799999999998,1.19,15.66,6.21,35.03,34.14,0.26,0.74,2.16,2025,9,September,3,Sunday
CAMP02141,2025-02-12,2025-02-24,Influencer,151517,15140,4586,1368,3592.71,10102.95,1.81,12,6510.240000000001,2.81,64.44,9.99,30.29,29.83,0.24,0.78,2.63,2025,2,February,1,Wednesday
CAMP02142,2025-12-09,2025-12-22,Search,231238,18653,4177,1885,3887.84,9900.11,1.55,13,6012.27,2.55,60.73,8.07,22.39,45.13,0.21,0.93,2.06,2025,12,December,4,Tuesday
CAMP02143,2025-11-22,2025-12-06,Search,111039,2316,931,202,4323.84,8929.98,1.07,14,4606.139999999999,2.07,51.58,2.09,40.2,21.7,1.87,4.64,21.41,2025,11,November,4,Saturday
CAMP02144,2025-10-29,2025-11-06,Display,243159,17287,2091,833,2874.31,5442.61,0.89,8,2568.2999999999997,1.89,47.19,7.11,12.1,39.84,0.17,1.37,3.45,2025,10,October,4,Wednesday
CAMP02145,2025-12-30,2026-01-12,Search,295839,22803,6819,3198,3061.54,7383.83,1.41,13,4322.29,2.41,58.54,7.71,29.9,46.9,0.13,0.45,0.96,2025,12,December,4,Tuesday
CAMP02146,2025-01-21,2025-02-01,Display,187299,10541,3191,1157,3584.57,6180.92,0.72,11,2596.35,1.72,42.01,5.63,30.27,36.26,0.34,1.12,3.1,2025,1,January,1,Tuesday
CAMP02147,2025-04-17,2025-04-26,Influencer,216064,3692,496,292,829.55,1916.01,1.31,9,1086.46,2.31,56.7,1.71,13.43,58.87,0.22,1.67,2.84,2025,4,April,2,Thursday
CAMP02148,2025-12-02,2025-12-11,Email,297329,3901,602,293,1080.25,1406.28,0.3,9,326.03,1.3,23.18,1.31,15.43,48.67,0.28,1.79,3.69,2025,12,December,4,Tuesday
CAMP02149,2025-10-30,2025-11-04,Email,179703,16964,4476,2567,3845.12,4940.45,0.28,5,1095.33,1.28,22.17,9.44,26.39,57.35,0.23,0.86,1.5,2025,10,October,4,Thursday
CAMP02150,2025-04-27,2025-05-03,Influencer,7078,234,73,41,761.33,1234.97,0.62,6,473.64,1.62,38.35,3.31,31.2,56.16,3.25,10.43,18.57,2025,4,April,2,Sunday
CAMP02151,2025-05-04,2025-05-18,Influencer,246518,10873,1318,333,3473.49,9627.18,1.77,14,6153.6900000000005,2.77,63.92,4.41,12.12,25.27,0.32,2.64,10.43,2025,5,May,2,Sunday
CAMP02152,2025-10-08,2025-10-15,Social,159850,13039,1365,638,258.83,699.01,1.7,7,440.18,2.7,62.97,8.16,10.47,46.74,0.02,0.19,0.41,2025,10,October,4,Wednesday
CAMP02153,2025-10-19,2025-10-31,Search,159469,11487,2033,891,1753.98,3480.29,0.98,12,1726.31,1.98,49.6,7.2,17.7,43.83,0.15,0.86,1.97,2025,10,October,4,Sunday
CAMP02154,2025-07-22,2025-08-01,Search,148409,14421,4255,944,3345.0,7261.83,1.17,10,3916.83,2.17,53.94,9.72,29.51,22.19,0.23,0.79,3.54,2025,7,July,3,Tuesday
CAMP02155,2025-02-20,2025-03-06,Search,249437,4578,531,173,3562.9,8035.04,1.26,14,4472.139999999999,2.26,55.66,1.84,11.6,32.58,0.78,6.71,20.59,2025,2,February,1,Thursday
CAMP02156,2025-09-28,2025-10-13,Display,273155,20110,7909,3272,3187.57,5566.73,0.75,15,2379.1599999999994,1.75,42.74,7.36,39.33,41.37,0.16,0.4,0.97,2025,9,September,3,Sunday
CAMP02157,2025-11-20,2025-11-29,Social,175927,3061,492,206,2263.54,5438.49,1.4,9,3174.95,2.4,58.38,1.74,16.07,41.87,0.74,4.6,10.99,2025,11,November,4,Thursday
CAMP02158,2025-10-04,2025-10-09,Search,236106,2364,966,507,1347.89,2987.32,1.22,5,1639.43,2.22,54.88,1.0,40.86,52.48,0.57,1.4,2.66,2025,10,October,4,Saturday
CAMP02159,2025-05-21,2025-06-05,Display,51845,1079,196,85,3105.16,5305.84,0.71,15,2200.6800000000003,1.71,41.48,2.08,18.16,43.37,2.88,15.84,36.53,2025,5,May,2,Wednesday
CAMP02160,2025-10-02,2025-10-15,Display,156118,10226,2440,943,1006.37,1577.73,0.57,13,571.36,1.57,36.21,6.55,23.86,38.65,0.1,0.41,1.07,2025,10,October,4,Thursday
CAMP02161,2025-10-17,2025-10-24,Email,11618,823,240,120,395.3,1170.69,1.96,7,775.3900000000001,2.96,66.23,7.08,29.16,50.0,0.48,1.65,3.29,2025,10,October,4,Friday
CAMP02162,2025-11-30,2025-12-07,Display,169251,8369,1999,856,196.05,307.52,0.57,7,111.46999999999997,1.57,36.25,4.94,23.89,42.82,0.02,0.1,0.23,2025,11,November,4,Sunday
CAMP02163,2025-02-21,2025-02-27,Influencer,203589,2880,315,174,1411.89,1903.38,0.35,6,491.49,1.35,25.82,1.41,10.94,55.24,0.49,4.48,8.11,2025,2,February,1,Friday
CAMP02164,2025-01-27,2025-02-04,Display,259613,17411,8068,4535,246.83,658.84,1.67,8,412.01,2.67,62.54,6.71,46.34,56.21,0.01,0.03,0.05,2025,1,January,1,Monday
CAMP02165,2025-06-06,2025-06-12,Influencer,243915,4323,927,409,1321.12,3463.54,1.62,6,2142.42,2.62,61.86,1.77,21.44,44.12,0.31,1.43,3.23,2025,6,June,2,Friday
CAMP02166,2025-08-27,2025-09-09,Influencer,123158,2802,432,183,1518.09,2243.0,0.48,13,724.9100000000001,1.48,32.32,2.28,15.42,42.36,0.54,3.51,8.3,2025,8,August,3,Wednesday
CAMP02167,2025-06-05,2025-06-19,Email,83014,4659,712,342,1790.17,4828.78,1.7,14,3038.6099999999997,2.7,62.93,5.61,15.28,48.03,0.38,2.51,5.23,2025,6,June,2,Thursday
CAMP02168,2025-10-18,2025-10-29,Email,116550,4735,2319,1136,3596.05,10152.81,1.82,11,6556.759999999999,2.82,64.58,4.06,48.98,48.99,0.76,1.55,3.17,2025,10,October,4,Saturday
CAMP02169,2025-05-16,2025-05-28,Display,173435,8988,1341,658,2262.43,3763.54,0.66,12,1501.1100000000001,1.66,39.89,5.18,14.92,49.07,0.25,1.69,3.44,2025,5,May,2,Friday
CAMP02170,2025-05-24,2025-05-31,Email,263627,17704,4224,1893,4927.97,8166.31,0.66,7,3238.34,1.66,39.65,6.72,23.86,44.82,0.28,1.17,2.6,2025,5,May,2,Saturday
CAMP02171,2025-04-16,2025-04-26,Email,120503,2940,373,188,4742.05,5983.96,0.26,10,1241.9099999999999,1.26,20.75,2.44,12.69,50.4,1.61,12.71,25.22,2025,4,April,2,Wednesday
CAMP02172,2025-06-07,2025-06-21,Search,147769,13355,5264,1356,4909.53,10907.25,1.22,14,5997.72,2.22,54.99,9.04,39.42,25.76,0.37,0.93,3.62,2025,6,June,2,Saturday
CAMP02173,2025-05-26,2025-06-05,Display,151494,9143,3096,1636,2119.93,5062.33,1.39,10,2942.4,2.39,58.12,6.04,33.86,52.84,0.23,0.68,1.3,2025,5,May,2,Monday
CAMP02174,2025-01-02,2025-01-07,Display,65857,789,247,80,316.59,363.06,0.15,5,46.47000000000003,1.15,12.8,1.2,31.31,32.39,0.4,1.28,3.96,2025,1,January,1,Thursday
CAMP02175,2025-03-18,2025-03-28,Display,203645,13554,5995,3322,4315.46,6118.5,0.42,10,1803.04,1.42,29.47,6.66,44.23,55.41,0.32,0.72,1.3,2025,3,March,1,Tuesday
CAMP02176,2025-05-12,2025-05-19,Email,211130,10912,3593,908,2230.94,3437.51,0.54,7,1206.5700000000002,1.54,35.1,5.17,32.93,25.27,0.2,0.62,2.46,2025,5,May,2,Monday
CAMP02177,2025-03-31,2025-04-15,Email,288403,21095,10172,2049,3241.69,6133.68,0.89,15,2891.9900000000002,1.89,47.15,7.31,48.22,20.14,0.15,0.32,1.58,2025,3,March,1,Monday
CAMP02178,2025-12-11,2025-12-18,Influencer,77622,6253,2182,450,4232.79,11205.8,1.65,7,6973.009999999999,2.65,62.23,8.06,34.9,20.62,0.68,1.94,9.41,2025,12,December,4,Thursday
CAMP02179,2025-12-16,2025-12-23,Social,27792,2626,634,180,3075.8,4455.22,0.45,7,1379.42,1.45,30.96,9.45,24.14,28.39,1.17,4.85,17.09,2025,12,December,4,Tuesday
CAMP02180,2025-09-20,2025-10-04,Social,152462,15223,1746,428,3710.82,9704.45,1.62,14,5993.630000000001,2.62,61.76,9.98,11.47,24.51,0.24,2.13,8.67,2025,9,September,3,Saturday
CAMP02181,2025-12-17,2026-01-01,Social,170276,10125,3949,1664,1318.87,3666.03,1.78,15,2347.1600000000003,2.78,64.02,5.95,39.0,42.14,0.13,0.33,0.79,2025,12,December,4,Wednesday
CAMP02182,2025-04-18,2025-05-03,Search,157543,9536,2378,902,1055.77,1479.21,0.4,15,423.44000000000005,1.4,28.63,6.05,24.94,37.93,0.11,0.44,1.17,2025,4,April,2,Friday
CAMP02183,2025-03-15,2025-03-29,Email,264514,3179,1079,477,2820.82,8422.29,1.99,14,5601.470000000001,2.99,66.51,1.2,33.94,44.21,0.89,2.61,5.91,2025,3,March,1,Saturday
CAMP02184,2025-02-08,2025-02-23,Influencer,281407,24725,11139,3086,3225.93,6559.95,1.03,15,3334.02,2.03,50.82,8.79,45.05,27.7,0.13,0.29,1.05,2025,2,February,1,Saturday
CAMP02185,2025-06-08,2025-06-20,Influencer,82969,1044,107,53,4371.73,9196.53,1.1,12,4824.800000000001,2.1,52.46,1.26,10.25,49.53,4.19,40.86,82.49,2025,6,June,2,Sunday
CAMP02186,2025-03-12,2025-03-21,Social,147631,9882,3990,1772,4124.85,9207.29,1.23,9,5082.4400000000005,2.23,55.2,6.69,40.38,44.41,0.42,1.03,2.33,2025,3,March,1,Wednesday
CAMP02187,2025-11-08,2025-11-16,Search,9952,187,51,14,4946.36,12888.26,1.61,8,7941.900000000001,2.61,61.62,1.88,27.27,27.45,26.45,96.99,353.31,2025,11,November,4,Saturday
